product_id,seller_id,product_name,category,subcategory,brand,unit_price,cost_price,stock_quantity,product_status,created_date,_dq_issue
P009248,S00855,Wireless Mouse,Electronics,Headphones,Generic,14675.76,8464.15,1600,Active,2020-01-31,
P000859,S00031,Matte Lipstick,Beauty & Personal Care,Fragrances,Generic,1151.53,658.81,1136,Active,2022-09-03,
P008337,S00453,Wooden Bookshelf Standard,Home & Kitchen,Kitchen Appliances,Philips,13875.75,7929.16,706,Active,2023-08-27,
P000936,S00676,Men's Cotton T-Shirt - Pack of 2,Fashion,Watches,Adidas,1293.92,1004.05,1433,Active,16/04/2024,invalid_created_date
P007901,S00888,Tyre Inflator Pump,Automotive,Tools,Studds,7429.71,5556.89,1081,Inactive,2024-05-23,
P000822,S00264,Resistance Bands Set,Sports & Fitness,Yoga,Yonex,10336.69,13023.58,186,Active,2020-07-11,invalid_cost_price
P008746,S00722,Badminton Racket,Sports & Fitness,Outdoor Gear,SG,3414.45,2525.4,244,Inactive,2022-04-11,
P003638,S00911,Digital Weighing Scale Premium,Health & Wellness,Medical Devices,Generic,533.53,387.69,769,Active,2025-01-06,
P005461,S00665,Board Game Family Pack (New Edition),Toys,Puzzles,LEGO,913.31,704.78,64,Active,2024-05-07,
P008769,S00137,Wireless Mouse Standard,Electronics,Laptops,HP,25949.47,18111.68,1482,Active,2019-10-06,
P006309,S00745,Women's Running Shoes,Fashion,Men's Clothing,Levis,519.79,290.42,1941,Active,2026-01-21,
P007858,S00836,Cycling Helmet (New Edition),Sports & Fitness,Fitness Equipment,Generic,2944.0,1783.83,629,Inactive,2023-06-22,
P009366,S00533,Electric Kettle,Home & Kitchen,Kitchen Appliances,Bajaj,2365.73,1870.38,324,Active,2023-12-05,
P008893,S00796,Ceramic Dinner Set - Pack of 2,Home & Kitchen,Storage,Prestige,3487.27,2552.73,148,Active,2025-04-29,
P003637,S00846,Anti-Dandruff Shampoo Premium,Beauty & Personal Care,Skincare,Mamaearth,1106.11,728.84,1207,Active,2023-08-29,
P001666,S00012,Action Figure Superhero - Pack of 2,Toys,Educational Toys,Hot Wheels,1545.79,867.16,1880,Active,2020-10-05,
P003690,S00469,LED Study Lamp Standard,Home & Kitchen,Storage,Generic,1956.03,1464.33,1816,Active,2026-03-20,
P008664,S00395,Cotton Bedsheet Set,Home & Kitchen,Cookware,Bajaj,9716.13,7235.21,1911,Inactive,2024-04-21,
P001940,S00182,Action Figure Superhero (New Edition),Toys,Educational Toys,Hot Wheels,3405.56,2353.24,1030,Active,2025-09-10,
P007784,S00207,Kids Tricycle Standard,Toys,Puzzles,Hot Wheels,1534.31,1170.83,1475,Discontinued,2020-07-28,
P006277,S00625,USB Type-C Fast Charger Combo,Electronics,Smart Watches,Mi,9869.02,6539.25,572,Active,2025-02-28,
P009815,S00555,Football Size 5 Premium,Sports & Fitness,Sportswear,Nivia,1455.64,963.9,1427,Inactive,2026-02-23,
P003025,S00913,Cold Drink 2L Bottle Combo,Grocery,Snacks,Tata,1498.05,1205.35,1923,Active,2025-11-30,
P001913,S00860,Badminton Racket - Pack of 2,Sports & Fitness,Yoga,Generic,10074.34,5857.18,920,Active,2022-04-05,
P004726,S00944,Tyre Inflator Pump (New Edition),Automotive,Car Care,3M,7201.69,5160.19,722,Active,2020-04-14,
P001499,S00214,Soft Plush Teddy Bear,Toys,Action Figures,Generic,255.55,185.76,470,Active,2019-06-30,
P000141,S00157,Cricket Bat Kashmir Willow - Pack of 2,Sports & Fitness,Sportswear,Decathlon,3182.48,1916.01,1556,Inactive,2020-04-04,
P008514,S00053,Wall Clock Combo,Home & Kitchen,Home Decor,Bajaj,14095.5,11133.13,1075,Active,2023-10-23,
P007046,S00543,Sunscreen SPF 50 Standard,Beauty & Personal Care,Fragrances,Himalaya,2763.6,2234.37,1845,Active,2023-02-16,
P005685,S00451,Multivitamin Tablets (New Edition),Health & Wellness,Supplements,HealthKart,3931.06,2440.09,112,Active,2023-05-05,
P005393,S00866,Kids Tricycle Combo,Toys,Educational Toys,Fisher-Price,1861.84,1238.48,257,Active,2024-10-25,
P000350,S00051,Poetry Anthology Premium,Books,Comics,Scholastic,493.41,306.54,804,Active,2024-12-01,duplicate_product_record
P005658,S00213,Hair Growth Serum (New Edition),Beauty & Personal Care,Makeup,Generic,1301.53,981.54,393,Active,2025-09-21,
P001182,S00521,HD Webcam (New Edition),Electronics,Mobiles,Realme,41107.8,32239.29,1604,Active,2023-04-10,
P005420,S00043,Plastic Storage Containers - Pack of 2,Home & Kitchen,Storage,Generic,13122.05,10932.95,652,Active,2019-10-25,
P007758,S00703,Football Size 5 Premium,Sports & Fitness,Outdoor Gear,Nivia,2481.67,1818.44,1584,Active,2020-05-09,
P003531,S00245,Assorted Namkeen Pack (New Edition),Grocery,Dairy,Nestle,2109.64,1672.41,563,Inactive,2022-04-01,
P008897,S00973,Matte Lipstick Standard,Beauty & Personal Care,Makeup,Lakme,1763.34,1146.89,193,Active,2021-03-31,
P007728,S00755,Pulse Oximeter - Pack of 2,Health & Wellness,Medical Devices,Himalaya,967.19,540.52,1354,Active,2024-06-08,
P001265,S00994,Matte Lipstick Premium,Beauty & Personal Care,Personal Hygiene,Lakme,1065.46,892.83,185,Active,2020-12-31,
P004372,S00401,Women's Denim Jacket - Pack of 2,Fashion,Footwear,Puma,1610.94,1219.21,652,Active,2024-12-19,
P006780,S00626,Tyre Inflator Pump Premium,Automotive,Car Care,Bosch,7414.62,6234.08,549,Active,2023-12-18,
P004659,S00103,Women's Analog Wrist Watch Combo,Fashion,Men's Clothing,H&M,2204.78,1395.49,1376,Discontinued,2020-07-25,
P008670,S00824,Bestselling Fiction Novel Premium,Books,Children's Books,HarperCollins,214.74,154.54,1920,Active,2026-05-16,
P008494,S00080,Portable Bluetooth Speaker (New Edition),Electronics,Headphones,Sony,55394.74,39535.69,236,Active,2025-05-29,
P000479,S00276,Men's Slim Fit Jeans (New Edition),Fashion,Accessories,Roadster,1960.98,1604.66,374,Discontinued,2021-07-18,
P006980,S00690,Jigsaw Puzzle 500 Pieces Combo,Toys,Outdoor Toys,Funskool,214.88,167.54,1182,Active,2025-07-28,
P005391,S00363,Action Figure Superhero Combo,Toys,Outdoor Toys,Funskool,2447.05,1563.83,1841,Active,2020-01-06,
P006982,S00372,Adjustable Dumbbell Set Premium,Sports & Fitness,Yoga,Yonex,8123.48,6759.29,1799,Active,2024-03-09,
P005103,S00566,Ceramic Dinner Set Combo,Home & Kitchen,Furniture,Nilkamal,9818.23,8020.82,867,Active,2024-07-11,
P008275,S00216,Multigrain Cereal,Grocery,Staples,Generic,901.93,647.38,1455,Inactive,2022-08-11,
P002529,S00024,Badminton Racket Combo,Sports & Fitness,Outdoor Gear,Cosco,7530.48,5483.06,1911,Active,2021-02-15,
P000930,S00892,Bestselling Fiction Novel (New Edition),Books,Comics,Scholastic,1228.58,676.86,1430,Active,2020-12-20,
P000760,S00194,Resistance Bands Set Premium,Sports & Fitness,Yoga,SG,7693.97,5247.26,304,Active,2021-06-20,
P001533,S00301,Assorted Namkeen Pack Standard,Grocery,Personal Care,Amul,1243.01,1020.11,1748,Active,2022-09-02,
P004913,S00070,Electric Kettle,Home & Kitchen,Cookware,Cello,5290.46,4461.78,1997,Active,2025-09-16,
P000227,S00896,Camping Tent 2-Person Combo,Sports & Fitness,Yoga,Yonex,1100.04,923.2,1104,Active,2023-04-25,
P002679,S00872,Sunscreen SPF 50 (New Edition),Beauty & Personal Care,Haircare,Himalaya,1837.97,1356.26,778,Active,2021-10-02,
P002955,S00540,Women's Floral Printed Kurti Premium,Fashion,Footwear,Roadster,1436.69,1132.64,817,Active,2024-11-11,
P004281,S00892,Non-Stick Frying Pan Combo,Home & Kitchen,Home Decor,Milton,1640.14,1020.82,1815,Active,2021-07-27,
P001454,S00021,Smart Watch Fitness Tracker Standard,Electronics,Smart Watches,HP,45966.44,31450.24,1987,Active,2025-10-08,
P007667,S00532,Car Vacuum Cleaner (New Edition),Automotive,Bike Accessories,3M,5207.99,3577.13,65,Active,2023-02-10,
P009563,S00871,Assorted Namkeen Pack Standard,Grocery,Personal Care,Britannia,1004.48,837.9,31,Active,2025-11-08,
P007187,S00699,Multivitamin Tablets Standard,Health & Wellness,Supplements,Generic,2325.22,1494.49,1565,Active,2020-03-29,
P002249,S00913,Beard Grooming Kit (New Edition),Beauty & Personal Care,Personal Hygiene,Dove,2907.59,1729.4,800,Active,2025-05-14,
P006648,S00401,Cycling Helmet (New Edition),Sports & Fitness,Yoga,Decathlon,8879.22,5079.5,1908,Discontinued,2023-05-17,
P009294,S00136,Cold Drink 2L Bottle,Grocery,Dairy,Amul,2404.12,1873.46,1046,Active,2026-02-08,
P007779,S00252,Toor Dal 1kg (New Edition),Grocery,Snacks,Britannia,775.13,541.07,14,Active,2023-05-13,
P001075,S00507,Men's Slim Fit Jeans (New Edition),Fashion,Men's Clothing,Levis,4504.54,2602.87,1729,Active,2021-09-29,
P009406,S00716,Men's Cotton Casual Shirt Combo,Fashion,Accessories,Levis,2390.43,1681.25,972,Active,2025-04-06,
P000267,S00449,Bike Cover Waterproof Premium,Automotive,Bike Accessories,Bosch,3746.28,2856.58,1633,Active,2020-03-10,
P007476,S00398,First Aid Kit Standard,Health & Wellness,Personal Health,Himalaya,455.37,264.54,1165,Active,2021-05-23,
P008308,S00949,First Aid Kit (New Edition),Health & Wellness,Medical Devices,Generic,201.78,129.49,255,Inactive,2019-12-06,
P008437,S00497,Basmati Rice 5kg (New Edition),Grocery,Snacks,Amul,1202.51,772.47,272,Active,2019-07-17,
P006393,S00275,Camping Tent 2-Person,Sports & Fitness,Outdoor Gear,Nivia,9069.45,5351.19,1736,Inactive,2023-01-31,
P003800,S00411,Car Seat Cover Set Premium,Automotive,Car Care,Bosch,7639.95,4796.17,299,Active,2023-09-29,
P009289,S00427,Ceramic Dinner Set (New Edition),Home & Kitchen,Kitchen Appliances,Nilkamal,14871.28,10366.42,1899,Active,2020-12-07,
P004794,S00871,Assorted Namkeen Pack - Pack of 2,Grocery,Snacks,Amul,239.37,145.82,1460,Active,2024-05-05,
P008577,S00310,Digital Blood Pressure Monitor - Pack of 2,Health & Wellness,Personal Health,Omron,5899.45,4523.08,1119,Active,2022-12-19,
P002656,S00130,Basmati Rice 5kg,Grocery,Personal Care,Generic,706.55,484.91,630,Active,2023-02-15,
P000045,S00431,Whole Wheat Atta 10kg Premium,Grocery,Dairy,Britannia,760.27,447.18,1361,Discontinued,2021-05-13,
P006981,S00829,First Aid Kit (New Edition),Health & Wellness,Personal Health,Omron,1443.4,1188.0,1200,Inactive,2022-07-12,
P000160,S00084,Wireless Bluetooth Headphones Standard,Electronics,Cameras,JBL,30229.31,20128.18,767,Active,2022-12-27,
P000871,S00078,Skipping Rope - Pack of 2,Sports & Fitness,Outdoor Gear,Decathlon,5383.45,3389.89,735,Discontinued,2022-09-19,
P004667,S00552,Cricket Bat Kashmir Willow,Sports & Fitness,Yoga,Yonex,6353.91,4194.58,272,Inactive,2020-12-08,
P006947,S00689,Smart Watch Fitness Tracker Premium,Electronics,Laptops,Dell,62502.2,36247.87,1514,Inactive,2023-06-24,
P003021,S00819,Masala Chai Tea Bags Premium,Grocery,Snacks,Nestle,2111.7,1751.37,1466,Active,2026-07-15,
P004205,S00655,Thermometer Digital Standard,Health & Wellness,Medical Devices,Himalaya,2107.31,1241.71,111,Active,2022-12-21,
P001495,S00538,Skipping Rope,Sports & Fitness,Fitness Equipment,Cosco,5985.09,4270.56,852,Active,2023-11-08,
P006603,S00104,Beard Grooming Kit Premium,Beauty & Personal Care,Haircare,Nivea,1508.25,1138.53,668,Discontinued,2019-08-08,
P002127,S00624,Aloe Vera Gel - Pack of 2,Beauty & Personal Care,Haircare,Generic,682.46,421.54,312,Active,2025-06-23,
P001838,S00687,Bestselling Fiction Novel,Books,Comics,Generic,823.11,653.3,750,Active,2021-01-27,
P007903,S00922,Car Dashboard Camera - Pack of 2,Automotive,Car Accessories,Bosch,1006.58,665.24,951,Active,2022-12-20,
P001769,S00040,Electric Kettle Standard,Home & Kitchen,Furniture,Bajaj,3021.88,2563.33,1619,Active,2022-12-25,
P005190,S00442,Non-Stick Frying Pan Combo,Home & Kitchen,Home Decor,Nilkamal,4401.18,3122.8,656,Active,2023-12-09,
P003453,S00952,Wireless Bluetooth Headphones Combo,Electronics,Accessories,Realme,69886.05,39968.71,964,Active,2025-04-08,
P002826,S00598,Women's Floral Printed Kurti,Fashion,Accessories,Allen Solly,2820.96,1929.27,1582,Discontinued,2023-11-27,
P004339,S00804,Water Gun Toy (New Edition),Toys,Educational Toys,Funskool,3763.15,2242.1,1692,Active,2020-12-05,
P008316,S00329,Plastic Storage Containers,Home & Kitchen,Home Decor,Bajaj,5461.43,3989.25,613,Active,2025-06-29,
P006571,S00966,Men's Sports Sneakers Standard,Fashion,Accessories,Van Heusen,806.86,650.1,1695,Inactive,2024-04-01,
P005031,S00900,Noise Cancelling Earbuds Standard,Electronics,Headphones,Samsung,51422.8,30375.51,959,Active,2022-06-15,
P009838,S00098,Digital Weighing Scale,Health & Wellness,Personal Health,Dabur,1897.34,1083.53,1863,Active,2026-05-16,
P006760,S00218,Sunscreen SPF 50 Combo,Beauty & Personal Care,Fragrances,Generic,246.68,183.25,847,Active,2025-03-16,
P009222,S00461,Science Textbook Standard,Books,Comics,Rupa,270.14,184.33,1520,Active,2020-07-21,
P009373,S00640,Camping Tent 2-Person (New Edition),Sports & Fitness,Sportswear,Yonex,5441.94,4488.11,424,Active,2023-03-22,
P005249,S00151,Men's Sports Sneakers Standard,Fashion,Watches,Generic,4830.39,3655.65,66,Active,2025-06-18,
P000957,S00006,Microfiber Car Cleaning Cloth - Pack of 2,Automotive,Car Accessories,Bosch,6909.69,5241.45,1136,Active,2022-12-09,
P005414,S00606,Portable Bluetooth Speaker Standard,Electronics,Smart Watches,Noise,21525.32,17221.36,116,Active,2024-10-02,
P002921,S00390,Men's Sports Sneakers Premium,Fashion,Men's Clothing,Van Heusen,3816.35,3223.52,1413,Active,2019-08-10,
P002588,S00229,Multivitamin Tablets - Pack of 2,Health & Wellness,Supplements,Dabur,1609.81,1033.54,1179,Active,2021-12-20,
P000371,S00966,Wooden Puzzle Board,Toys,Educational Toys,Generic,971.93,711.94,625,Active,2022-07-02,
P003033,S00568,Men's Cotton Casual Shirt - Pack of 2,Fashion,Men's Clothing,Roadster,4945.26,2902.67,1222,Active,2021-07-07,
P002059,S00165,Digital Blood Pressure Monitor (New Edition),Health & Wellness,Personal Health,Himalaya,2162.96,1294.43,947,Active,2021-09-23,
P005644,S00207,Plastic Storage Containers Standard,Home & Kitchen,Kitchen Appliances,Philips,10101.7,8572.02,1097,Active,2024-11-29,
P005035,S00168,Wall Clock,Home & Kitchen,Furniture,Nilkamal,12446.4,8291.95,33,Active,2021-02-08,
P004751,S00190,Car Dashboard Camera (New Edition),Automotive,Car Accessories,Michelin,7589.18,6010.09,1138,Active,2021-04-29,
P002219,S00771,Yoga Mat Anti-Slip - Pack of 2,Sports & Fitness,Fitness Equipment,Yonex,7441.35,4292.49,1594,Active,2024-06-23,
P007662,S00268,Men's Cotton T-Shirt Combo,Fashion,Women's Clothing,Puma,3972.52,2351.88,1624,Active,2025-06-01,
P008538,S00015,Anti-Dandruff Shampoo - Pack of 2,Beauty & Personal Care,Personal Hygiene,Lakme,2696.93,1549.55,520,Active,2023-11-28,
P007272,S00640,Ayurvedic Immunity Booster (New Edition),Health & Wellness,Medical Devices,Patanjali,2534.33,2054.21,958,Active,2020-07-22,
P008659,S00959,Cycling Helmet,Sports & Fitness,Outdoor Gear,Cosco,4817.4,3932.98,872,Active,2024-05-06,
P007854,S00763,Microfiber Car Cleaning Cloth Combo,Automotive,Car Care,Studds,321.73,251.66,1997,Active,2023-06-10,
P003103,S00455,Car Phone Mount Holder - Pack of 2,Automotive,Bike Accessories,Generic,491.81,329.56,1950,Inactive,2026-02-15,
P006134,S00630,Noise Cancelling Earbuds - Pack of 2,Electronics,Laptops,HP,47940.4,30199.92,1248,Active,2024-09-29,
P006390,S00192,Plastic Storage Containers,Home & Kitchen,Furniture,Cello,9376.79,7159.73,1585,Active,2026-02-16,
P007168,S00635,Plastic Storage Containers Standard,Home & Kitchen,Furniture,Philips,3494.22,1954.47,451,Active,2022-05-08,duplicate_product_record
P008177,S00329,Smart Watch Fitness Tracker - Pack of 2,Electronics,Accessories,Mi,17138.24,9906.12,1206,Active,2022-09-14,
P000066,S00277,Resistance Bands Set - Pack of 2,Sports & Fitness,Yoga,Yonex,8845.21,7426.81,1261,Inactive,2025-06-13,
P000305,S00483,Mixer Grinder (New Edition),Home & Kitchen,Storage,Nilkamal,8240.25,4959.24,1954,Discontinued,2020-03-25,
P009591,S00454,Wireless Bluetooth Headphones Premium,Electronics,Headphones,Mi,75375.34,50050.35,1118,Active,2023-10-25,
P005953,S00596,Thermometer Digital (New Edition),Health & Wellness,Ayurveda,Patanjali,4838.67,2779.9,618,Active,2024-12-25,
P001393,S00713,Toor Dal 1kg Standard,Grocery,Personal Care,Nestle,1359.49,910.03,155,Active,2020-06-05,
P006971,S00377,Women's Analog Wrist Watch Premium,Fashion,Footwear,Roadster,2732.29,2183.1,1501,Active,2024-03-05,
P000243,S00501,Aloe Vera Gel Premium,Beauty & Personal Care,Fragrances,WOW,1078.27,839.98,1979,Active,2024-11-30,
P001863,S00121,Digital Blood Pressure Monitor,Health & Wellness,Personal Health,Omron,3573.75,2211.44,529,Discontinued,2020-05-28,
P001474,S00973,Educational Learning Tablet - Pack of 2,Toys,Outdoor Toys,Hot Wheels,2977.39,1981.96,50,Inactive,2022-12-19,
P000126,S00852,Running Track Pants Premium,Sports & Fitness,Outdoor Gear,Nivia,11087.3,6321.31,174,Active,2020-06-30,
P000210,S00103,Herbal Face Wash Standard,Beauty & Personal Care,Haircare,WOW,753.67,467.16,846,Active,2024-09-16,
P008519,S00364,Noise Cancelling Earbuds - Pack of 2,Electronics,Accessories,Samsung,69594.67,54066.32,1104,Discontinued,2022-11-13,
P005386,S00233,Water Gun Toy (New Edition),Toys,Action Figures,LEGO,2060.89,1668.77,1763,Active,2021-05-23,
P002167,S00065,Remote Control Car Standard,Toys,Educational Toys,LEGO,1795.14,1157.49,641,Active,2024-05-28,
P003553,S00299,Hair Growth Serum (New Edition),Beauty & Personal Care,Fragrances,WOW,2100.98,1160.1,1797,Active,2020-11-11,
P009005,S00347,Kids Tricycle Standard,Toys,Educational Toys,Generic,2978.05,2485.71,24,Active,2025-03-26,
P003985,S00211,Men's Slim Fit Jeans Standard,Fashion,Men's Clothing,Biba,1259.5,811.8,481,Inactive,2025-06-10,
P008401,S00204,Multigrain Cereal Combo,Grocery,Staples,Tata,2498.8,1877.04,1438,Inactive,2022-12-31,
P004093,S00651,Whole Wheat Atta 10kg,Grocery,Beverages,Nestle,746.56,411.2,678,Active,2023-08-28,
P003095,S00988,First Aid Kit (New Edition),Health & Wellness,Personal Health,Dabur,1219.29,749.54,865,Active,2025-01-29,
P003059,S00662,Adjustable Dumbbell Set Combo,Sports & Fitness,Outdoor Gear,Decathlon,10131.31,8010.03,908,Active,2026-02-27,
P002151,S00839,Classic Comic Collection Combo,Books,Children's Books,Scholastic,881.64,730.65,1877,Active,2022-10-15,
P009617,S00464,Biography of a Historical Figure,Books,Children's Books,HarperCollins,724.42,553.58,264,Active,2023-05-26,
P008805,S00613,Adjustable Dumbbell Set Standard,Sports & Fitness,Outdoor Gear,SG,4502.87,2918.64,1685,Inactive,2023-04-19,
P005422,S00041,Biography of a Historical Figure Standard,Books,Children's Books,Generic,1361.3,1093.02,1717,Discontinued,2022-07-28,
P005780,S00137,Moisturizing Body Lotion - Pack of 2,Beauty & Personal Care,Makeup,WOW,1023.01,775.38,141,Active,2026-06-07,
P003178,S00007,Body Deodorant Spray Standard,Beauty & Personal Care,Haircare,Nivea,960.47,682.47,358,Active,2027-03-20,future_created_date
P009940,S00042,Resistance Bands Set Premium,Sports & Fitness,Outdoor Gear,SG,10309.07,7250.82,260,Inactive,2022-04-12,
P004636,S00481,Aloe Vera Gel Combo,Beauty & Personal Care,Skincare,WOW,1668.6,1073.4,926,Inactive,2025-06-17,
P005161,S00913,Car Dashboard Camera Standard,Automotive,Tools,Generic,570.85,341.73,317,Active,2024-07-23,
P000177,S00397,Cricket Bat Kashmir Willow,Sports & Fitness,Outdoor Gear,Decathlon,8867.48,6204.69,1870,Active,2022-05-08,
P005791,S00868,Mixer Grinder (New Edition),Home & Kitchen,Storage,Milton,5849.58,4413.08,1336,Active,2025-09-08,
P007295,S00847,Stainless Steel Water Bottle Standard,Home & Kitchen,Kitchen Appliances,Prestige,4608.73,2702.86,988,Inactive,2022-05-01,
P001751,S00055,Basmati Rice 5kg,Grocery,Personal Care,Generic,1094.96,695.77,484,Active,2022-03-21,
P000165,S00537,Digital Weighing Scale Combo,Health & Wellness,Ayurveda,Patanjali,1204.34,903.81,1996,Active,2025-04-24,
P003731,S00282,Ayurvedic Immunity Booster (New Edition),Health & Wellness,Personal Health,Dabur,3088.91,1907.24,739,Active,2022-04-01,
P005684,S00104,Thermometer Digital Premium,Health & Wellness,Supplements,HealthKart,1555.59,1260.08,1701,Inactive,2022-12-25,
P003159,S00178,Badminton Racket,Sports & Fitness,Sportswear,Generic,4051.14,2983.02,797,Discontinued,2019-06-30,
P001685,S00737,Board Game Family Pack Premium,Toys,Puzzles,Funskool,3018.79,2208.13,306,Discontinued,2022-12-03,
P008507,S00512,Building Blocks Set,Toys,Board Games,Hot Wheels,524.41,290.01,457,Active,2025-07-06,
P006853,S00195,Science Textbook Premium,Books,Children's Books,HarperCollins,1157.48,951.6,446,Active,2024-05-27,
P003158,S00766,Non-Stick Frying Pan Standard,Home & Kitchen,Storage,Philips,14784.9,9894.94,1194,Discontinued,2023-06-23,
P006633,S00908,Assorted Namkeen Pack Standard,Grocery,Snacks,Amul,662.83,495.67,588,Discontinued,2024-09-18,
P003258,S00268,HD Webcam,Electronics,Mobiles,Generic,78179.75,56047.85,1139,Active,2024-05-07,
P000546,S00926,USB Type-C Fast Charger Combo,Electronics,Headphones,Realme,40928.46,31224.59,646,Active,2026-02-09,
P000770,S00205,Instant Coffee Powder Premium,Grocery,Personal Care,Nestle,267.4,176.55,1002,Active,2023-10-07,
P003140,S00063,Wooden Bookshelf,Home & Kitchen,Home Decor,Nilkamal,5888.0,3748.22,575,Active,2025-04-04,
P003859,S00615,Women's Denim Jacket - Pack of 2,Fashion,Women's Clothing,Allen Solly,2414.08,1408.8,224,Active,2024-05-13,
P006016,S00972,Poetry Anthology Premium,Books,Fiction,Scholastic,1228.76,876.4,246,Active,2021-01-14,
P007589,S00536,Stainless Steel Water Bottle Combo,Home & Kitchen,Home Decor,Philips,6403.81,4314.33,774,Active,2020-07-20,
P007873,S08353,4K Action Camera - Pack of 2,Electronics,Laptops,Boat,36491.55,29138.74,1289,Active,2019-11-20,invalid_seller_id
P009779,S00921,Competitive Exam Guide Standard,Books,Children's Books,Penguin,421.0,301.6,1060,Active,2024-03-24,
P008702,S00989,Jigsaw Puzzle 500 Pieces Standard,Toys,Educational Toys,Generic,1043.34,578.6,872,Active,2021-06-01,
P002633,S00376,Soft Plush Teddy Bear - Pack of 2,Toys,Educational Toys,Fisher-Price,3065.4,2018.53,53,Active,2019-07-03,
P005336,S00363,Wall Clock,Home & Kitchen,Storage,Prestige,259.47,198.1,1667,Active,2020-12-15,
P003074,S00085,Pulse Oximeter Combo,Health & Wellness,Personal Health,Generic,4746.14,3745.54,722,Active,2026-02-01,
P008742,S00696,Wooden Puzzle Board (New Edition),Toys,Board Games,Fisher-Price,1073.34,888.26,1017,Discontinued,2026-01-20,
P009475,S00519,Thermometer Digital Premium,Health & Wellness,Personal Health,Himalaya,2183.68,1255.4,1170,Active,2019-11-19,
P006365,S00503,Masala Chai Tea Bags (New Edition),Grocery,Dairy,Amul,1519.89,1016.42,466,Active,2021-01-09,
P009392,S00834,Cycling Helmet (New Edition),Sports & Fitness,Yoga,SG,-49.5,7147.47,1628,Inactive,2024-07-15,invalid_unit_price
P004589,S00403,Portable Bluetooth Speaker - Pack of 2,Electronics,Headphones,HP,21314.6,15792.78,1473,Active,2026-05-15,
P006340,S00225,Smart Watch Fitness Tracker Premium,Electronics,Headphones,Realme,59309.85,32818.06,512,Active,2025-08-22,
P004276,S00708,Car Phone Mount Holder (New Edition),Automotive,Car Care,Studds,5723.25,4460.95,1127,Inactive,2023-07-03,
P002664,S00310,Cricket Bat Kashmir Willow - Pack of 2,Sports & Fitness,Fitness Equipment,Decathlon,7098.06,4968.88,1088,Inactive,2023-06-07,
P004140,S00883,Cold Drink 2L Bottle Combo,Grocery,Staples,Nestle,141.49,87.94,251,Active,2024-02-26,
P002449,S00611,Water Gun Toy Standard,Toys,Action Figures,Generic,1983.06,1667.05,344,Active,2020-09-24,
P001043,S00510,Perfume Eau De Parfum,Beauty & Personal Care,Haircare,Dove,2878.2,2072.51,199,Inactive,2021-01-05,
P003276,S00745,Tyre Inflator Pump Standard,Automotive,Car Care,Studds,4916.15,3689.54,658,Active,2021-04-10,
P006719,S00389,Matte Lipstick - Pack of 2,Beauty & Personal Care,Skincare,Nivea,839.18,629.31,1427,Active,2026-03-12,
P007473,S00258,Pulse Oximeter,Health & Wellness,Medical Devices,Himalaya,4895.92,3445.37,40,Active,2023-04-23,
P000742,S00309,Moisturizing Body Lotion Combo,Beauty & Personal Care,Fragrances,Mamaearth,2789.7,2302.56,184,Discontinued,2022-01-20,
P005348,S00873,Noise Cancelling Earbuds Premium,Electronics,Accessories,Dell,66418.92,56147.72,1283,Inactive,2022-02-02,
P009570,S00541,Women's Handbag (New Edition),Fashion,Footwear,Generic,2046.15,1517.17,807,Active,2022-09-03,
P008550,S00600,Anti-Dandruff Shampoo - Pack of 2,Beauty & Personal Care,Skincare,Generic,359.23,200.06,1442,Active,2026-01-06,
P007948,S00218,Running Track Pants,Sports & Fitness,Sportswear,Cosco,8387.91,6701.37,1863,Active,2020-04-18,
P001336,S00252,Mixer Grinder Standard,Home & Kitchen,Furniture,Cello,3079.12,1774.81,671,Active,2022-05-03,
P008839,S00880,Kids Tricycle Standard,Toys,Outdoor Toys,LEGO,895.56,538.98,1180,Inactive,2021-07-10,
P004676,S00614,Biography of a Historical Figure Standard,Books,Fiction,Generic,1216.22,742.78,538,Active,2019-10-30,
P008712,S00480,Adjustable Dumbbell Set Premium,Sports & Fitness,Outdoor Gear,Yonex,9313.34,7208.25,956,Discontinued,2021-02-11,
P005450,S00142,Cold Pressed Groundnut Oil,Grocery,Beverages,Tata,373.68,260.24,1536,Active,2023-08-15,
P005112,S00367,Jigsaw Puzzle 500 Pieces (New Edition),Toys,Board Games,Funskool,2358.94,1770.52,1738,Active,2024-06-13,
P004460,S00704,Women's Floral Printed Kurti Standard,Fashion,Watches,Biba,1867.6,1505.96,964,Inactive,2023-04-06,
P007979,S00417,Sunscreen SPF 50 Standard,Beauty & Personal Care,Haircare,Dove,1204.44,777.78,1119,Active,2020-10-26,
P001376,S00073,Biography of a Historical Figure Standard,Books,Non-Fiction,Rupa,369.91,296.04,463,Discontinued,2022-07-06,
P005964,S00594,Women's Denim Jacket (New Edition),Fashion,Watches,Van Heusen,1638.78,1018.55,1142,Discontinued,2019-11-15,
P008526,S00466,Car Vacuum Cleaner Premium,N/A,Car Accessories,Michelin,6162.64,4612.25,1646,Active,2022-04-20,invalid_category
P003828,S00144,Plastic Storage Containers Premium,Home & Kitchen,Cookware,Philips,13931.98,11214.69,1200,Active,2023-02-09,
P008716,S00687,Masala Chai Tea Bags Premium,Grocery,Dairy,Haldiram's,528.93,431.35,1745,Active,2022-12-24,
